sentence,sentence_image_path,letters_folder_path,font
ANCYLOXYPHA IS A GENUS OF BUTTERFLIES IN THE FAMILY HESPERIIDAE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2567.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2567,C:/Windows/Fonts/ebrima.ttf
ASSUME AN ELECTRON IN A GIVEN ATOMIC ORBITAL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2568.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2568,C:/Windows/Fonts/ahronbd.ttf
SHE WAS A MEMBER OF INTERNATIONAL PEN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2569.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2569,C:/Windows/Fonts/ahronbd.ttf
THEN FALL CAESAR.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2570.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2570,C:/Windows/Fonts/consolab.ttf
CLAUDIUS MARRIED FOUR TIMES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2571.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2571,C:/Windows/Fonts/consola.ttf
YOU MAY ADD OTHER MATERIAL ON THE COVERS IN ADDITION.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2572.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2572,C:/Windows/Fonts/verdanaz.ttf
IT IS CONSIDERED A MASTERPIECE OF HIGH RENAISSANCE ARCHITECTURE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2573.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2573,C:/Windows/Fonts/ariali.ttf
IT IS IN THE MENDIP DISTRICT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2574.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2574,C:/Windows/Fonts/consola.ttf
VANCOUVER MILLIONAIRES VS TORONTO.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2575.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2575,C:/Windows/Fonts/ahronbd.ttf
I VE LIVED IN GERMANY ALL MY LIFE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2576.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2576,C:/Windows/Fonts/seguibl.ttf
HYPOTENSION IS LOW BLOOD PRESSURE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2577.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2577,C:/Windows/Fonts/consolab.ttf
THE UNIVERSITY OF CAMBRIDGE LIBRARY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2578.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2578,C:/Windows/Fonts/consolai.ttf
FLAG OF MINNESOTA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2579.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2579,C:/Windows/Fonts/consola.ttf
THE COMPANY MAKES THE DIABLO STARCRAFT AND WARCRAFT GAMES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2580.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2580,C:/Windows/Fonts/seguiemj.ttf
MY CBBC IS A FEATURE TO THE NEW CBBC WEBSITE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2581.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2581,C:/Windows/Fonts/ahronbd.ttf
IT WAS ALL ABOUT BLIND FOCUS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2582.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2582,C:/Windows/Fonts/lvnmbd.ttf
THERE ARE FOUR NEWSPAPERS IN NASSAU COUNTY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2583.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2583,C:/Windows/Fonts/mmrtext.ttf
HEMER IS A CITY IN NORTH RHINEWESTPHALIA GERMANY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2584.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2584,C:/Windows/Fonts/ariali.ttf
SAINTECROIX IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2585.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2585,C:/Windows/Fonts/lucon.ttf
USUALLY THESE WILL BE LONGER THAN CG CAPSULE REVIEWS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2586.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2586,C:/Windows/Fonts/consolab.ttf
HE IS FAMOUS FOR ACTING IN PHIL OF THE FUTURE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2587.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2587,C:/Windows/Fonts/verdanaz.ttf
HUNDREDS OF ENZYMES THUS REQUIRE MAGNESIUM IONS TO FUNCTION.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2588.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2588,C:/Windows/Fonts/verdanaz.ttf
SAKE IS ALSO CALLED RICE WINE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2589.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2589,C:/Windows/Fonts/gadugi.ttf
MARTINSBURG IS A CITY IN WEST VIRGINIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2590.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2590,C:/Windows/Fonts/mmrtext.ttf
MANY PEOPLE MOVED BACK BECAUSE OF FAMILY TIES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2591.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2591,C:/Windows/Fonts/l_10646.ttf
CURRENTLY THEY ARE PLAYING AT THEIR NEW YANKEE STADIUM.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2592.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2592,C:/Windows/Fonts/palab.ttf
SHELDON IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2593.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2593,C:/Windows/Fonts/ebrima.ttf
IN MUSIC FLAT OR BEMOLLE MEANS LOWER IN PITCH.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2594.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2594,C:/Windows/Fonts/seguihis.ttf
SHE VOICES PEGGY IN RANDOM.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2595.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2595,C:/Windows/Fonts/consolai.ttf
TWO TYPES OF ANTIBODIES ARE IMPORTANT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2596.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2596,C:/Windows/Fonts/phagspa.ttf
MANY PEOPLE CALL THE MONSTER FRANKENSTEIN AS WELL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2597.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2597,C:/Windows/Fonts/phagspa.ttf
IT IS THE ORIGINAL WORLD TAG TEAM TITLE OF WWE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2598.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2598,C:/Windows/Fonts/consolai.ttf
KILKENNY IS THE COUNTY TOWN OF COUNTY KILKENNY IN IRELAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2599.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2599,C:/Windows/Fonts/arialbi.ttf
BRUMBY RESIGNED AS THE LEADER OF THE LABOR PARTY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2600.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2600,C:/Windows/Fonts/verdanaz.ttf
HE FOUND NONE ON LES ETACS OFF ALDERNEY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2601.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2601,C:/Windows/Fonts/verdanaz.ttf
POMEROY IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2602.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2602,C:/Windows/Fonts/arial.ttf
CORNING IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2603.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2603,C:/Windows/Fonts/verdanab.ttf
SAORGE IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2604.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2604,C:/Windows/Fonts/arialbi.ttf
SOUTH LANARKSHIRE IS A COUNTY IN CENTRAL SCOTLAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2605.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2605,C:/Windows/Fonts/segoeuisl.ttf
IMPLEMENTATION IS USUALLY A HARDWARE ENGINEERING DESIGN PROCESS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2606.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2606,C:/Windows/Fonts/segoeui.ttf
AT COLLEGE AND UNIVERSITY LEVEL ALL INSTRUCTION IS IN ENGLISH.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2607.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2607,C:/Windows/Fonts/trebucit.ttf
A FOCUS ON NORTH AMERICA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2608.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2608,C:/Windows/Fonts/segoeuiz.ttf
WAINWRIGHT IS A CITY IN ALASKA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2609.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2609,C:/Windows/Fonts/verdanab.ttf
BIRR IS A MUNICIPALITY OF THE SWISS CANTON OF AARGAU.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2610.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2610,C:/Windows/Fonts/seguisb.ttf
IT WAS OFTEN USED TO DESCRIBE PANTERA AND EXHORDER.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2611.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2611,C:/Windows/Fonts/malgun.ttf
SINCE LEAVING MADTV ANTON DEVELOPED AN EXTENSIVE RESUME ON TELEVISION.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2612.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2612,C:/Windows/Fonts/segoeuil.ttf
CORLIER IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2613.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2613,C:/Windows/Fonts/segoeuil.ttf
ENZYMES ARE PROTEIN MOLECULES IN CELLS WHICH WORK AS CATALYSTS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2614.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2614,C:/Windows/Fonts/ariali.ttf
THIS TEMPLATE GENERATES THE HTML FOR THOSE USES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2615.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2615,C:/Windows/Fonts/l_10646.ttf
COMMON IMPERIAL UNITS AND US CUSTOMARY UNITS OF LENGTH INCLUDE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2616.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2616,C:/Windows/Fonts/segoeuil.ttf
THIS TEMPLATE IS USED INSIDE OTHER TEMPLATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2617.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2617,C:/Windows/Fonts/seguisym.ttf
VALID PARAMETER VALUES ARE AND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2618.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2618,C:/Windows/Fonts/ntailu.ttf
SEEDS ARE EATEN AS WITH ALL THIS FAMILY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2619.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2619,C:/Windows/Fonts/gisha.ttf
THIS CAME TO BE KNOWN AS A CUT BAJA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2620.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2620,C:/Windows/Fonts/gadugi.ttf
BOTH ANIMALS AND LAND PLANTS LRB EMBRYOPHYTES RRB PRODUCE OVA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2621.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2621,C:/Windows/Fonts/gadugi.ttf
WILLIAM WILL TRUMAN IS A CHARACTER FROM WILL GRACE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2622.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2622,C:/Windows/Fonts/malgun.ttf
HE PLAYS FOR TOKYO.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2623.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2623,C:/Windows/Fonts/phagspa.ttf
HE WAS ALSO KNOWN AS THE LION OF SUSA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2624.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2624,C:/Windows/Fonts/lvnmbd.ttf
JIN GREW UP IN THE CHAOS OF EARLY COMMUNIST CHINA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2625.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2625,C:/Windows/Fonts/seguisym.ttf
RAY PUBLISHED IMPORTANT WORKS ON PLANTS ANIMALS AND NATURAL THEOLOGY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2626.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2626,C:/Windows/Fonts/mmrtext.ttf
THEY ARE ALSO USED IN ADVERTISING AND PUBLICITY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2627.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2627,C:/Windows/Fonts/ebrima.ttf
CALUSA INDIANS DECLAREDOWNERSHIP OF THE AREA AND CALLED IT MANATACA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2628.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2628,C:/Windows/Fonts/segoeuiz.ttf
REDDING IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2629.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2629,C:/Windows/Fonts/palab.ttf
IMPORTANT MEMBERS OF THE VANIR INCLUDE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2630.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2630,C:/Windows/Fonts/consolab.ttf
THE BANTU APPEAR TO HAVE BEEN THE FIRST.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2631.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2631,C:/Windows/Fonts/segoeuil.ttf
BELOVED ON THE EARTH.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2632.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2632,C:/Windows/Fonts/malgun.ttf
LAUNOY AISNE IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2633.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2633,C:/Windows/Fonts/seguihis.ttf
BURT IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2634.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2634,C:/Windows/Fonts/seguisb.ttf
HE WAS THE FATHER AND TEACHER OF WOLFGANG AMADEUS MOZART.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2635.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2635,C:/Windows/Fonts/ebrima.ttf
HE ALSO BUILT A MANOR AT WOOKEY NEAR WELLS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2636.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2636,C:/Windows/Fonts/segoeui.ttf
RESIDENTS OF THE ISLAND ARE KNOWN AS CULEBRENSES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2637.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2637,C:/Windows/Fonts/seguisym.ttf
MONTLUEL IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2638.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2638,C:/Windows/Fonts/couri.ttf
PEN AWARDS DOZENS OF LITERARY AWARDS EACH YEAR.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2639.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2639,C:/Windows/Fonts/lvnmbd.ttf
LRB THIS IS A DRAFT TO BE EXPANDED LATER RRB.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2640.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2640,C:/Windows/Fonts/lucon.ttf
AMY KLOBUCHAR IS A UNITED STATES SENATOR FROM MINNESOTA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2641.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2641,C:/Windows/Fonts/ariali.ttf
THE NEXT HIGHLY COMPOSITE NUMBER IS FOUR.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2642.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2642,C:/Windows/Fonts/ariali.ttf
EUDIBAMUS IS CLAIMED TO BE THE FIRST BIPEDAL VERTEBRATE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2643.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2643,C:/Windows/Fonts/ntailu.ttf
INDIANA UNIVERSITY IS A PUBLIC UNIVERSITY IN BLOOMINGTON INDIANA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2644.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2644,C:/Windows/Fonts/lvnmbd.ttf
AN ATOLL IS A KIND OF ISLAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2645.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2645,C:/Windows/Fonts/taile.ttf
ELGIN IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2646.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2646,C:/Windows/Fonts/consolai.ttf
LIKE OTHER TRIBES THEY WERE NOMADS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2647.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2647,C:/Windows/Fonts/gadugi.ttf
TODAY WE CALL ACTORS THESPIANS BECAUSE OF THESPIS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2648.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2648,C:/Windows/Fonts/arialbi.ttf
OBJECTIVE CAML LRB OCAML RRB IS A PROGRAMMING LANGUAGE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2649.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2649,C:/Windows/Fonts/arialbi.ttf
ITALY WON THE TROPHY AFTER BEATING GERMANY IN THE FINAL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2650.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2650,C:/Windows/Fonts/consolai.ttf
SMALL GREENHOUSES ARE OFTEN CALLED MINI GREENHOUSES OR TOMATO HOUSES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2651.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2651,C:/Windows/Fonts/phagspa.ttf
FILAIN AISNE IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2652.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2652,C:/Windows/Fonts/palab.ttf
CONTENTCSS ADD CSS TO THE CONTENT BOX.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2653.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2653,C:/Windows/Fonts/l_10646.ttf
POIENISOLCA IS A COMMUNE FOUND IN SUCEAVA COUNTY ROMANIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2654.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2654,C:/Windows/Fonts/ahronbd.ttf
WARNE IS ALSO IN CLOSE PROXIMITY TO BLAIRSVILLE AIRPORT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2655.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2655,C:/Windows/Fonts/seguihis.ttf
THE HSK IS PRIMARILY CONDUCTED IN SIMPLIFIED CHINESE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2656.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2656,C:/Windows/Fonts/ebrima.ttf
LRB OO O O LRB.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2657.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2657,C:/Windows/Fonts/seguiemj.ttf
AND ONE FROM RAW ONTO THE NEW ECW BRAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2658.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2658,C:/Windows/Fonts/lvnmbd.ttf
THEY NEED TO FEED MANY HOURS EACH DAY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2659.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2659,C:/Windows/Fonts/l_10646.ttf
THIS IS BECAUSE OF LOW RAINFALL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2660.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2660,C:/Windows/Fonts/l_10646.ttf
MONEY CAN NOT BE CHANGED INTO GOLD BY THE RBI.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2661.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2661,C:/Windows/Fonts/ahronbd.ttf
CHILLIWACK IS A CITY IN BRITISH COLUMBIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2662.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2662,C:/Windows/Fonts/malgunsl.ttf
LINDSBORG IS HOME TO BETHANY COLLEGE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2663.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2663,C:/Windows/Fonts/taile.ttf
THESE ARE USED TO DETER PREDATORS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2664.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2664,C:/Windows/Fonts/couri.ttf
KAMAKURA HAS MANY BUDDHIST TEMPLES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2665.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2665,C:/Windows/Fonts/seguiemj.ttf
LATER FRAN BECOMES THE NANNY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2666.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2666,C:/Windows/Fonts/consolai.ttf
TENONTOSAURUS IS A GENUS OF MEDIUM TO LARGESIZED ORNITHOPOD DINOSAUR.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2667.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2667,C:/Windows/Fonts/consolaz.ttf
WHAT DOES IT MEAN FOR YOU.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2668.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2668,C:/Windows/Fonts/palab.ttf
MISTLETOE IS OFTEN USED AS A CHRISTMAS DECORATION.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2669.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2669,C:/Windows/Fonts/segoeuil.ttf
NUMERICAL COMPARISONS ARE ALSO PROBLEMATIC.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2670.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2670,C:/Windows/Fonts/segoeui.ttf
SHARPSBURG IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2671.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2671,C:/Windows/Fonts/ariali.ttf
HOWEVER THE TEXTUALIS WAS RARELY USED FOR TYPEFACES AFTERWARDS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2672.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2672,C:/Windows/Fonts/consolaz.ttf
GUISE IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2673.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2673,C:/Windows/Fonts/segoeui.ttf
MARLBOROUGH HOUSE IS A MANSION IN WESTMINSTER LONDON.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2674.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2674,C:/Windows/Fonts/trebucit.ttf
THE OTHER DAMAGE REPORTED WAS FROM THE WIND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2675.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2675,C:/Windows/Fonts/palab.ttf
CURSAN IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2676.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2676,C:/Windows/Fonts/segoeui.ttf
KIMCHI IS USUALLY EATEN AT EVERY MEAL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_2677.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_2677,C:/Windows/Fonts/lvnmbd.ttf
